series_id,group_id,surface
2192,2192,56,soft_pvc
2193,2193,45,wood
2194,2194,64,tiled
2195,2195,47,concrete
2196,2196,38,wood
2197,2197,43,wood
2198,2198,57,concrete
2199,2199,45,wood
2200,2200,37,soft_pvc
2201,2201,43,wood
2202,2202,40,hard_tiles_large_space
2203,2203,71,tiled
2204,2204,47,concrete
2205,2205,38,wood
2206,2206,65,wood
2207,2207,51,soft_pvc
2208,2208,47,concrete
2209,2209,45,wood
2210,2210,68,fine_concrete
2211,2211,72,fine_concrete
2212,2212,53,soft_pvc
2213,2213,47,concrete
2214,2214,48,fine_concrete
2215,2215,44,hard_tiles_large_space
2216,2216,41,concrete
2217,2217,37,soft_pvc
2218,2218,40,hard_tiles_large_space
2219,2219,39,concrete
2220,2220,48,fine_concrete
2221,2221,42,concrete
2222,2222,57,concrete
2223,2223,44,hard_tiles_large_space
2224,2224,72,fine_concrete
2225,2225,44,hard_tiles_large_space
2226,2226,57,concrete
2227,2227,47,concrete
2228,2228,59,hard_tiles_large_space
2229,2229,64,tiled
2230,2230,45,wood
2231,2231,71,tiled
2232,2232,51,soft_pvc
2233,2233,53,soft_pvc
2234,2234,64,tiled
2235,2235,53,soft_pvc
2236,2236,61,concrete
2237,2237,71,tiled
2238,2238,53,soft_pvc
2239,2239,62,concrete
2240,2240,60,carpet
2241,2241,55,tiled
2242,2242,39,concrete
2243,2243,42,concrete
2244,2244,62,concrete
2245,2245,43,wood
2246,2246,45,wood
2247,2247,46,wood
2248,2248,44,hard_tiles_large_space
2249,2249,45,wood
2250,2250,46,wood
2251,2251,57,concrete
2252,2252,47,concrete
2253,2253,59,hard_tiles_large_space
2254,2254,36,fine_concrete
2255,2255,42,concrete
2256,2256,55,tiled
2257,2257,72,fine_concrete
2258,2258,72,fine_concrete
2259,2259,46,wood
2260,2260,68,fine_concrete
2261,2261,42,concrete
2262,2262,46,wood
2263,2263,53,soft_pvc
2264,2264,42,concrete
2265,2265,38,wood
2266,2266,72,fine_concrete
2267,2267,46,wood
2268,2268,45,wood
2269,2269,36,fine_concrete
2270,2270,47,concrete
2271,2271,53,soft_pvc
2272,2272,64,tiled
2273,2273,61,concrete
2274,2274,72,fine_concrete
2275,2275,65,wood
2276,2276,61,concrete
2277,2277,38,wood
2278,2278,43,wood
2279,2279,44,hard_tiles_large_space
2280,2280,71,tiled
2281,2281,55,tiled
2282,2282,48,fine_concrete
2283,2283,45,wood
2284,2284,42,concrete
2285,2285,62,concrete
2286,2286,36,fine_concrete
2287,2287,64,tiled
2288,2288,71,tiled
2289,2289,64,tiled
2290,2290,39,concrete
2291,2291,69,soft_pvc
2292,2292,61,concrete
2293,2293,55,tiled
2294,2294,59,hard_tiles_large_space
2295,2295,61,concrete
2296,2296,62,concrete
2297,2297,57,concrete
2298,2298,53,soft_pvc
2299,2299,45,wood
2300,2300,38,wood
2301,2301,59,hard_tiles_large_space
2302,2302,40,hard_tiles_large_space
2303,2303,48,fine_concrete
2304,2304,39,concrete
2305,2305,66,tiled
2306,2306,45,wood
2307,2307,39,concrete
2308,2308,39,concrete
2309,2309,46,wood
2310,2310,56,soft_pvc
2311,2311,69,soft_pvc
2312,2312,45,wood
2313,2313,72,fine_concrete
2314,2314,70,soft_pvc
2315,2315,68,fine_concrete
2316,2316,44,hard_tiles_large_space
2317,2317,41,concrete
2318,2318,64,tiled
2319,2319,43,wood
2320,2320,41,concrete
2321,2321,42,concrete
2322,2322,53,soft_pvc
2323,2323,60,carpet
2324,2324,55,tiled
2325,2325,51,soft_pvc
2326,2326,62,concrete
2327,2327,43,wood
2328,2328,41,concrete
2329,2329,46,wood
2330,2330,64,tiled
2331,2331,47,concrete
2332,2332,49,wood
2333,2333,41,concrete
2334,2334,61,concrete
2335,2335,42,concrete
2336,2336,49,wood
2337,2337,72,fine_concrete
2338,2338,61,concrete
2339,2339,72,fine_concrete
2340,2340,44,hard_tiles_large_space
2341,2341,69,soft_pvc
2342,2342,46,wood
2343,2343,69,soft_pvc
2344,2344,51,soft_pvc
2345,2345,71,tiled
2346,2346,49,wood
2347,2347,54,tiled
2348,2348,51,soft_pvc
2349,2349,71,tiled
2350,2350,39,concrete
2351,2351,50,concrete
2352,2352,59,hard_tiles_large_space
2353,2353,43,wood
2354,2354,36,fine_concrete
2355,2355,42,concrete
2356,2356,62,concrete
2357,2357,62,concrete
2358,2358,65,wood
2359,2359,39,concrete
2360,2360,47,concrete
2361,2361,65,wood
2362,2362,41,concrete
2363,2363,72,fine_concrete
2364,2364,65,wood
2365,2365,38,wood
2366,2366,54,tiled
2367,2367,47,concrete
2368,2368,49,wood
2369,2369,39,concrete
2370,2370,65,wood
2371,2371,40,hard_tiles_large_space
2372,2372,53,soft_pvc
2373,2373,66,tiled
2374,2374,49,wood
2375,2375,40,hard_tiles_large_space
2376,2376,39,concrete
2377,2377,43,wood
2378,2378,48,fine_concrete
2379,2379,42,concrete
2380,2380,38,wood
2381,2381,65,wood
2382,2382,40,hard_tiles_large_space
2383,2383,37,soft_pvc
2384,2384,64,tiled
2385,2385,49,wood
2386,2386,56,soft_pvc
2387,2387,53,soft_pvc
2388,2388,38,wood
2389,2389,61,concrete
2390,2390,43,wood
2391,2391,54,tiled
2392,2392,51,soft_pvc
2393,2393,47,concrete
2394,2394,48,fine_concrete
2395,2395,71,tiled
2396,2396,69,soft_pvc
2397,2397,59,hard_tiles_large_space
2398,2398,44,hard_tiles_large_space
2399,2399,61,concrete
2400,2400,72,fine_concrete
2401,2401,38,wood
2402,2402,54,tiled
2403,2403,42,concrete
2404,2404,65,wood
2405,2405,36,fine_concrete
2406,2406,43,wood
2407,2407,39,concrete
2408,2408,54,tiled
2409,2409,41,concrete
2410,2410,47,concrete
2411,2411,55,tiled
2412,2412,70,soft_pvc
2413,2413,51,soft_pvc
2414,2414,53,soft_pvc
2415,2415,61,concrete
2416,2416,48,fine_concrete
2417,2417,51,soft_pvc
2418,2418,42,concrete
2419,2419,65,wood
2420,2420,42,concrete
2421,2421,59,hard_tiles_large_space
2422,2422,68,fine_concrete
2423,2423,55,tiled
2424,2424,44,hard_tiles_large_space
2425,2425,61,concrete
2426,2426,46,wood
2427,2427,61,concrete
2428,2428,65,wood
2429,2429,54,tiled
2430,2430,46,wood
2431,2431,42,concrete
2432,2432,37,soft_pvc
2433,2433,41,concrete
2434,2434,66,tiled
2435,2435,64,tiled
2436,2436,66,tiled
2437,2437,47,concrete
2438,2438,57,concrete
2439,2439,70,soft_pvc
2440,2440,60,carpet
2441,2441,44,hard_tiles_large_space
2442,2442,72,fine_concrete
2443,2443,70,soft_pvc
2444,2444,69,soft_pvc
2445,2445,71,tiled
2446,2446,37,soft_pvc
2447,2447,65,wood
2448,2448,37,soft_pvc
2449,2449,68,fine_concrete
2450,2450,68,fine_concrete
2451,2451,52,carpet
2452,2452,38,wood
2453,2453,64,tiled
2454,2454,72,fine_concrete
2455,2455,38,wood
2456,2456,54,tiled
2457,2457,68,fine_concrete
2458,2458,60,carpet
2459,2459,69,soft_pvc
2460,2460,62,concrete
2461,2461,59,hard_tiles_large_space
2462,2462,69,soft_pvc
2463,2463,57,concrete
2464,2464,59,hard_tiles_large_space
2465,2465,57,concrete
2466,2466,60,carpet
2467,2467,60,carpet
2468,2468,71,tiled
2469,2469,39,concrete
2470,2470,46,wood
2471,2471,44,hard_tiles_large_space
2472,2472,72,fine_concrete
2473,2473,66,tiled
2474,2474,42,concrete
2475,2475,47,concrete
2476,2476,71,tiled
2477,2477,49,wood
2478,2478,60,carpet
2479,2479,59,hard_tiles_large_space
2480,2480,53,soft_pvc
2481,2481,53,soft_pvc
2482,2482,70,soft_pvc
2483,2483,54,tiled
2484,2484,39,concrete
2485,2485,61,concrete
2486,2486,57,concrete
2487,2487,37,soft_pvc
2488,2488,40,hard_tiles_large_space
2489,2489,38,wood
2490,2490,38,wood
2491,2491,56,soft_pvc
2492,2492,40,hard_tiles_large_space
2493,2493,60,carpet
2494,2494,54,tiled
2495,2495,54,tiled
2496,2496,62,concrete
2497,2497,61,concrete
2498,2498,53,soft_pvc
2499,2499,61,concrete
2500,2500,65,wood
2501,2501,66,tiled
2502,2502,70,soft_pvc
2503,2503,38,wood
2504,2504,43,wood
2505,2505,47,concrete
2506,2506,53,soft_pvc
2507,2507,54,tiled
2508,2508,37,soft_pvc
2509,2509,61,concrete
2510,2510,42,concrete
2511,2511,39,concrete
2512,2512,72,fine_concrete
2513,2513,60,carpet
2514,2514,39,concrete
2515,2515,69,soft_pvc
2516,2516,53,soft_pvc
2517,2517,39,concrete
2518,2518,72,fine_concrete
2519,2519,65,wood
2520,2520,54,tiled
2521,2521,44,hard_tiles_large_space
2522,2522,65,wood
2523,2523,64,tiled
2524,2524,55,tiled
2525,2525,71,tiled
2526,2526,69,soft_pvc
2527,2527,43,wood
2528,2528,68,fine_concrete
2529,2529,66,tiled
2530,2530,65,wood
2531,2531,68,fine_concrete
2532,2532,70,soft_pvc
2533,2533,54,tiled
2534,2534,66,tiled
2535,2535,40,hard_tiles_large_space
2536,2536,57,concrete
2537,2537,55,tiled
2538,2538,40,hard_tiles_large_space
2539,2539,45,wood
2540,2540,39,concrete
2541,2541,68,fine_concrete
2542,2542,42,concrete
2543,2543,65,wood
2544,2544,43,wood
2545,2545,66,tiled
2546,2546,60,carpet
2547,2547,44,hard_tiles_large_space
2548,2548,71,tiled
2549,2549,40,hard_tiles_large_space
2550,2550,41,concrete
2551,2551,51,soft_pvc
2552,2552,57,concrete
2553,2553,57,concrete
2554,2554,69,soft_pvc
2555,2555,64,tiled
2556,2556,71,tiled
2557,2557,47,concrete
2558,2558,39,concrete
2559,2559,48,fine_concrete
2560,2560,66,tiled
2561,2561,37,soft_pvc
2562,2562,66,tiled
2563,2563,61,concrete
2564,2564,36,fine_concrete
2565,2565,69,soft_pvc
2566,2566,51,soft_pvc
2567,2567,68,fine_concrete
2568,2568,46,wood
2569,2569,40,hard_tiles_large_space
2570,2570,72,fine_concrete
2571,2571,60,carpet
2572,2572,46,wood
2573,2573,66,tiled
2574,2574,41,concrete
2575,2575,72,fine_concrete
2576,2576,59,hard_tiles_large_space
2577,2577,45,wood
2578,2578,49,wood
2579,2579,57,concrete
2580,2580,71,tiled
2581,2581,64,tiled
2582,2582,59,hard_tiles_large_space
2583,2583,62,concrete
2584,2584,39,concrete
2585,2585,54,tiled
2586,2586,48,fine_concrete
2587,2587,54,tiled
2588,2588,57,concrete
2589,2589,46,wood
2590,2590,47,concrete
2591,2591,41,concrete
2592,2592,62,concrete
2593,2593,60,carpet
2594,2594,59,hard_tiles_large_space
2595,2595,48,fine_concrete
2596,2596,45,wood
2597,2597,54,tiled
2598,2598,70,soft_pvc
2599,2599,43,wood
2600,2600,65,wood
2601,2601,66,tiled
2602,2602,51,soft_pvc
2603,2603,62,concrete
2604,2604,36,fine_concrete
2605,2605,66,tiled
2606,2606,40,hard_tiles_large_space
2607,2607,45,wood
2608,2608,68,fine_concrete
2609,2609,43,wood
2610,2610,40,hard_tiles_large_space
2611,2611,66,tiled
2612,2612,55,tiled
2613,2613,48,fine_concrete
2614,2614,53,soft_pvc
2615,2615,71,tiled
2616,2616,39,concrete
2617,2617,64,tiled
2618,2618,54,tiled
2619,2619,40,hard_tiles_large_space
2620,2620,48,fine_concrete
2621,2621,38,wood
2622,2622,43,wood
2623,2623,58,soft_pvc
2624,2624,65,wood
2625,2625,70,soft_pvc
2626,2626,55,tiled
2627,2627,43,wood
2628,2628,72,fine_concrete
2629,2629,42,concrete
2630,2630,59,hard_tiles_large_space
2631,2631,38,wood
2632,2632,54,tiled
2633,2633,44,hard_tiles_large_space
2634,2634,50,concrete
2635,2635,41,concrete
2636,2636,72,fine_concrete
2637,2637,59,hard_tiles_large_space
2638,2638,55,tiled
2639,2639,55,tiled
2640,2640,64,tiled
2641,2641,44,hard_tiles_large_space
2642,2642,42,concrete
2643,2643,38,wood
2644,2644,61,concrete
2645,2645,66,tiled
2646,2646,53,soft_pvc
2647,2647,40,hard_tiles_large_space
2648,2648,39,concrete
2649,2649,68,fine_concrete
2650,2650,62,concrete
2651,2651,39,concrete
2652,2652,39,concrete
2653,2653,56,soft_pvc
2654,2654,69,soft_pvc
2655,2655,43,wood
2656,2656,60,carpet
2657,2657,55,tiled
2658,2658,48,fine_concrete
2659,2659,47,concrete
2660,2660,47,concrete
2661,2661,51,soft_pvc
2662,2662,54,tiled
2663,2663,53,soft_pvc
2664,2664,47,concrete
2665,2665,61,concrete
2666,2666,60,carpet
2667,2667,41,concrete
2668,2668,56,soft_pvc
2669,2669,41,concrete
2670,2670,60,carpet
2671,2671,49,wood
2672,2672,50,concrete
2673,2673,70,soft_pvc
2674,2674,71,tiled
2675,2675,69,soft_pvc
2676,2676,68,fine_concrete
2677,2677,43,wood
2678,2678,62,concrete
2679,2679,40,hard_tiles_large_space
2680,2680,44,hard_tiles_large_space
2681,2681,55,tiled
2682,2682,70,soft_pvc
2683,2683,41,concrete
2684,2684,42,concrete
2685,2685,62,concrete
2686,2686,61,concrete
2687,2687,62,concrete
2688,2688,42,concrete
2689,2689,51,soft_pvc
2690,2690,65,wood
2691,2691,38,wood
2692,2692,69,soft_pvc
2693,2693,45,wood
2694,2694,46,wood
2695,2695,53,soft_pvc
2696,2696,65,wood
2697,2697,54,tiled
2698,2698,54,tiled
2699,2699,70,soft_pvc
2700,2700,60,carpet
2701,2701,47,concrete
2702,2702,51,soft_pvc
2703,2703,61,concrete
2704,2704,45,wood
2705,2705,56,soft_pvc
2706,2706,42,concrete
2707,2707,45,wood
2708,2708,63,concrete
2709,2709,48,fine_concrete
2710,2710,69,soft_pvc
2711,2711,42,concrete
2712,2712,63,concrete
2713,2713,39,concrete
2714,2714,62,concrete
2715,2715,57,concrete
2716,2716,43,wood
2717,2717,51,soft_pvc
2718,2718,60,carpet
2719,2719,58,soft_pvc
2720,2720,49,wood
2721,2721,69,soft_pvc
2722,2722,63,concrete
2723,2723,66,tiled
2724,2724,69,soft_pvc
2725,2725,62,concrete
2726,2726,66,tiled
2727,2727,57,concrete
2728,2728,44,hard_tiles_large_space
2729,2729,72,fine_concrete
2730,2730,37,soft_pvc
2731,2731,69,soft_pvc
2732,2732,48,fine_concrete
2733,2733,40,hard_tiles_large_space
2734,2734,55,tiled
2735,2735,41,concrete
2736,2736,38,wood
2737,2737,72,fine_concrete
2738,2738,66,tiled
2739,2739,50,concrete
2740,2740,70,soft_pvc
2741,2741,42,concrete
2742,2742,49,wood
2743,2743,41,concrete
2744,2744,53,soft_pvc
2745,2745,49,wood
2746,2746,43,wood
2747,2747,46,wood
2748,2748,65,wood
2749,2749,65,wood
2750,2750,49,wood
2751,2751,39,concrete
2752,2752,39,concrete
2753,2753,59,hard_tiles_large_space
2754,2754,62,concrete
2755,2755,71,tiled
2756,2756,72,fine_concrete
2757,2757,61,concrete
2758,2758,49,wood
2759,2759,62,concrete
2760,2760,53,soft_pvc
2761,2761,42,concrete
2762,2762,44,hard_tiles_large_space
2763,2763,70,soft_pvc
2764,2764,65,wood
2765,2765,38,wood
2766,2766,70,soft_pvc
2767,2767,70,soft_pvc
2768,2768,41,concrete
2769,2769,55,tiled
2770,2770,65,wood
2771,2771,72,fine_concrete
2772,2772,38,wood
2773,2773,69,soft_pvc
2774,2774,44,hard_tiles_large_space
2775,2775,47,concrete
2776,2776,55,tiled
2777,2777,69,soft_pvc
2778,2778,42,concrete
2779,2779,56,soft_pvc
2780,2780,39,concrete
2781,2781,66,tiled
2782,2782,71,tiled
2783,2783,61,concrete
2784,2784,47,concrete
2785,2785,43,wood
2786,2786,66,tiled
2787,2787,65,wood
2788,2788,69,soft_pvc
2789,2789,62,concrete
2790,2790,70,soft_pvc
2791,2791,43,wood
2792,2792,51,soft_pvc
2793,2793,64,tiled
2794,2794,64,tiled
2795,2795,70,soft_pvc
2796,2796,62,concrete
2797,2797,61,concrete
2798,2798,70,soft_pvc
2799,2799,48,fine_concrete
2800,2800,48,fine_concrete
2801,2801,55,tiled
2802,2802,41,concrete
2803,2803,37,soft_pvc
2804,2804,47,concrete
2805,2805,71,tiled
2806,2806,46,wood
2807,2807,61,concrete
2808,2808,46,wood
2809,2809,51,soft_pvc
2810,2810,70,soft_pvc
2811,2811,65,wood
2812,2812,68,fine_concrete
2813,2813,43,wood
2814,2814,47,concrete
2815,2815,43,wood
2816,2816,61,concrete
2817,2817,45,wood
2818,2818,46,wood
2819,2819,50,concrete
2820,2820,45,wood
2821,2821,48,fine_concrete
2822,2822,44,hard_tiles_large_space
2823,2823,59,hard_tiles_large_space
2824,2824,71,tiled
2825,2825,59,hard_tiles_large_space
2826,2826,54,tiled
2827,2827,62,concrete
2828,2828,68,fine_concrete
2829,2829,57,concrete
2830,2830,69,soft_pvc
2831,2831,48,fine_concrete
2832,2832,49,wood
2833,2833,66,tiled
2834,2834,39,concrete
2835,2835,53,soft_pvc
2836,2836,61,concrete
2837,2837,53,soft_pvc
2838,2838,38,wood
2839,2839,59,hard_tiles_large_space
2840,2840,51,soft_pvc
2841,2841,39,concrete
2842,2842,43,wood
2843,2843,61,concrete
2844,2844,38,wood
2845,2845,65,wood
2846,2846,48,fine_concrete
2847,2847,53,soft_pvc
2848,2848,40,hard_tiles_large_space
2849,2849,44,hard_tiles_large_space
2850,2850,64,tiled
2851,2851,51,soft_pvc
2852,2852,40,hard_tiles_large_space
2853,2853,71,tiled
2854,2854,47,concrete
2855,2855,65,wood
2856,2856,44,hard_tiles_large_space
2857,2857,44,hard_tiles_large_space
2858,2858,68,fine_concrete
2859,2859,70,soft_pvc
2860,2860,43,wood
2861,2861,62,concrete
2862,2862,36,fine_concrete
2863,2863,52,carpet
2864,2864,59,hard_tiles_large_space
2865,2865,72,fine_concrete
2866,2866,59,hard_tiles_large_space
2867,2867,72,fine_concrete
2868,2868,71,tiled
2869,2869,59,hard_tiles_large_space
2870,2870,44,hard_tiles_large_space
2871,2871,38,wood
2872,2872,46,wood
2873,2873,55,tiled
2874,2874,51,soft_pvc
2875,2875,70,soft_pvc
2876,2876,59,hard_tiles_large_space
2877,2877,51,soft_pvc
2878,2878,60,carpet
2879,2879,70,soft_pvc
2880,2880,46,wood
2881,2881,64,tiled
2882,2882,38,wood
2883,2883,61,concrete
2884,2884,53,soft_pvc
2885,2885,66,tiled
2886,2886,62,concrete
2887,2887,39,concrete
2888,2888,43,wood
2889,2889,38,wood
2890,2890,65,wood
2891,2891,46,wood
2892,2892,68,fine_concrete
2893,2893,69,soft_pvc
2894,2894,40,hard_tiles_large_space
2895,2895,36,fine_concrete
2896,2896,42,concrete
2897,2897,64,tiled
2898,2898,46,wood
2899,2899,37,soft_pvc
2900,2900,55,tiled
2901,2901,59,hard_tiles_large_space
2902,2902,67,wood
2903,2903,51,soft_pvc
2904,2904,49,wood
2905,2905,46,wood
2906,2906,69,soft_pvc
2907,2907,71,tiled
2908,2908,54,tiled
2909,2909,45,wood
2910,2910,51,soft_pvc
2911,2911,46,wood
2912,2912,70,soft_pvc
2913,2913,60,carpet
2914,2914,53,soft_pvc
2915,2915,38,wood
2916,2916,49,wood
2917,2917,59,hard_tiles_large_space
2918,2918,48,fine_concrete
2919,2919,61,concrete
2920,2920,43,wood
2921,2921,43,wood
2922,2922,61,concrete
2923,2923,68,fine_concrete
2924,2924,59,hard_tiles_large_space
2925,2925,61,concrete
2926,2926,70,soft_pvc
2927,2927,41,concrete
2928,2928,48,fine_concrete
2929,2929,45,wood
2930,2930,61,concrete
2931,2931,60,carpet
2932,2932,37,soft_pvc
2933,2933,56,soft_pvc
2934,2934,59,hard_tiles_large_space
2935,2935,62,concrete
2936,2936,71,tiled
2937,2937,42,concrete
2938,2938,36,fine_concrete
2939,2939,51,soft_pvc
2940,2940,51,soft_pvc
2941,2941,61,concrete
2942,2942,51,soft_pvc
2943,2943,71,tiled
2944,2944,43,wood
2945,2945,54,tiled
2946,2946,59,hard_tiles_large_space
2947,2947,64,tiled
2948,2948,39,concrete
2949,2949,48,fine_concrete
2950,2950,72,fine_concrete
2951,2951,40,hard_tiles_large_space
2952,2952,40,hard_tiles_large_space
2953,2953,69,soft_pvc
2954,2954,69,soft_pvc
2955,2955,69,soft_pvc
2956,2956,69,soft_pvc
2957,2957,44,hard_tiles_large_space
2958,2958,65,wood
2959,2959,71,tiled
2960,2960,36,fine_concrete
2961,2961,40,hard_tiles_large_space
2962,2962,53,soft_pvc
2963,2963,60,carpet
2964,2964,56,soft_pvc
2965,2965,44,hard_tiles_large_space
2966,2966,46,wood
2967,2967,64,tiled
2968,2968,69,soft_pvc
2969,2969,51,soft_pvc
2970,2970,40,hard_tiles_large_space
2971,2971,49,wood
2972,2972,44,hard_tiles_large_space
2973,2973,67,wood
2974,2974,49,wood
2975,2975,68,fine_concrete
2976,2976,61,concrete
2977,2977,61,concrete
2978,2978,69,soft_pvc
2979,2979,69,soft_pvc
2980,2980,41,concrete
2981,2981,42,concrete
2982,2982,40,hard_tiles_large_space
2983,2983,55,tiled
2984,2984,46,wood
2985,2985,61,concrete
2986,2986,56,soft_pvc
2987,2987,69,soft_pvc
2988,2988,47,concrete
2989,2989,68,fine_concrete
2990,2990,39,concrete
2991,2991,42,concrete
2992,2992,60,carpet
2993,2993,55,tiled
2994,2994,71,tiled
2995,2995,39,concrete
2996,2996,44,hard_tiles_large_space
2997,2997,46,wood
2998,2998,47,concrete
2999,2999,66,tiled
3000,3000,48,fine_concrete
3001,3001,72,fine_concrete
3002,3002,41,concrete
3003,3003,72,fine_concrete
3004,3004,69,soft_pvc
3005,3005,36,fine_concrete
3006,3006,46,wood
3007,3007,68,fine_concrete
3008,3008,61,concrete
3009,3009,53,soft_pvc
3010,3010,45,wood
3011,3011,62,concrete
3012,3012,58,soft_pvc
3013,3013,68,fine_concrete
3014,3014,66,tiled
3015,3015,51,soft_pvc
3016,3016,44,hard_tiles_large_space
3017,3017,62,concrete
3018,3018,55,tiled
3019,3019,56,soft_pvc
3020,3020,39,concrete
3021,3021,68,fine_concrete
3022,3022,49,wood
3023,3023,54,tiled
3024,3024,52,carpet
3025,3025,43,wood
3026,3026,47,concrete
3027,3027,48,fine_concrete
3028,3028,41,concrete
3029,3029,40,hard_tiles_large_space
3030,3030,51,soft_pvc
3031,3031,70,soft_pvc
3032,3032,40,hard_tiles_large_space
3033,3033,68,fine_concrete
3034,3034,55,tiled
3035,3035,52,carpet
3036,3036,36,fine_concrete
3037,3037,71,tiled
3038,3038,62,concrete
3039,3039,70,soft_pvc
3040,3040,54,tiled
3041,3041,45,wood
3042,3042,54,tiled
3043,3043,46,wood
3044,3044,36,fine_concrete
3045,3045,48,fine_concrete
3046,3046,40,hard_tiles_large_space
3047,3047,46,wood
3048,3048,47,concrete
3049,3049,45,wood
3050,3050,43,wood
3051,3051,40,hard_tiles_large_space
3052,3052,41,concrete
3053,3053,66,tiled
3054,3054,62,concrete
3055,3055,63,concrete
3056,3056,41,concrete
3057,3057,48,fine_concrete
3058,3058,44,hard_tiles_large_space
3059,3059,54,tiled
3060,3060,49,wood
3061,3061,45,wood
3062,3062,39,concrete
3063,3063,60,carpet
3064,3064,55,tiled
3065,3065,71,tiled
3066,3066,55,tiled
3067,3067,66,tiled
3068,3068,51,soft_pvc
3069,3069,47,concrete
3070,3070,41,concrete
3071,3071,49,wood
3072,3072,69,soft_pvc
3073,3073,61,concrete
3074,3074,71,tiled
3075,3075,40,hard_tiles_large_space
3076,3076,66,tiled
3077,3077,53,soft_pvc
3078,3078,45,wood
3079,3079,70,soft_pvc
3080,3080,72,fine_concrete
3081,3081,38,wood
3082,3082,45,wood
3083,3083,49,wood
3084,3084,51,soft_pvc
3085,3085,38,wood
3086,3086,45,wood
3087,3087,42,concrete
3088,3088,38,wood
3089,3089,62,concrete
3090,3090,65,wood
3091,3091,63,concrete
3092,3092,59,hard_tiles_large_space
3093,3093,48,fine_concrete
3094,3094,37,soft_pvc
3095,3095,41,concrete
3096,3096,46,wood
3097,3097,42,concrete
3098,3098,62,concrete
3099,3099,60,carpet
3100,3100,69,soft_pvc
3101,3101,53,soft_pvc
3102,3102,42,concrete
3103,3103,57,concrete
3104,3104,70,soft_pvc
3105,3105,45,wood
3106,3106,54,tiled
3107,3107,60,carpet
3108,3108,43,wood
3109,3109,64,tiled
3110,3110,51,soft_pvc
3111,3111,70,soft_pvc
3112,3112,72,fine_concrete
3113,3113,54,tiled
3114,3114,50,concrete
3115,3115,43,wood
3116,3116,47,concrete
3117,3117,54,tiled
3118,3118,68,fine_concrete
3119,3119,64,tiled
3120,3120,51,soft_pvc
3121,3121,47,concrete
3122,3122,49,wood
3123,3123,62,concrete
3124,3124,57,concrete
3125,3125,53,soft_pvc
3126,3126,47,concrete
3127,3127,38,wood
3128,3128,66,tiled
3129,3129,44,hard_tiles_large_space
3130,3130,45,wood
3131,3131,62,concrete
3132,3132,55,tiled
3133,3133,40,hard_tiles_large_space
3134,3134,41,concrete
3135,3135,62,concrete
3136,3136,46,wood
3137,3137,70,soft_pvc
3138,3138,65,wood
3139,3139,63,concrete
3140,3140,56,soft_pvc
3141,3141,54,tiled
3142,3142,38,wood
3143,3143,43,wood
3144,3144,62,concrete
3145,3145,49,wood
3146,3146,38,wood
3147,3147,65,wood
3148,3148,66,tiled
3149,3149,69,soft_pvc
3150,3150,51,soft_pvc
3151,3151,53,soft_pvc
3152,3152,68,fine_concrete
3153,3153,48,fine_concrete
3154,3154,68,fine_concrete
3155,3155,39,concrete
3156,3156,45,wood
3157,3157,71,tiled
3158,3158,60,carpet
3159,3159,57,concrete
3160,3160,39,concrete
3161,3161,39,concrete
3162,3162,47,concrete
3163,3163,49,wood
3164,3164,39,concrete
3165,3165,40,hard_tiles_large_space
3166,3166,70,soft_pvc
3167,3167,38,wood
3168,3168,68,fine_concrete
3169,3169,68,fine_concrete
3170,3170,42,concrete
3171,3171,44,hard_tiles_large_space
3172,3172,41,concrete
3173,3173,41,concrete
3174,3174,60,carpet
3175,3175,63,concrete
3176,3176,68,fine_concrete
3177,3177,38,wood
3178,3178,64,tiled
3179,3179,40,hard_tiles_large_space
3180,3180,57,concrete
3181,3181,59,hard_tiles_large_space
3182,3182,55,tiled
3183,3183,55,tiled
3184,3184,37,soft_pvc
3185,3185,60,carpet
3186,3186,36,fine_concrete
3187,3187,65,wood
3188,3188,42,concrete
3189,3189,36,fine_concrete
3190,3190,64,tiled
3191,3191,46,wood
3192,3192,41,concrete
3193,3193,51,soft_pvc
3194,3194,44,hard_tiles_large_space
3195,3195,64,tiled
3196,3196,37,soft_pvc
3197,3197,61,concrete
3198,3198,39,concrete
3199,3199,61,concrete
3200,3200,61,concrete
3201,3201,42,concrete
3202,3202,46,wood
3203,3203,51,soft_pvc
3204,3204,47,concrete
3205,3205,47,concrete
3206,3206,71,tiled
3207,3207,56,soft_pvc
3208,3208,55,tiled
3209,3209,49,wood
3210,3210,38,wood
3211,3211,43,wood
3212,3212,47,concrete
3213,3213,40,hard_tiles_large_space
3214,3214,70,soft_pvc
3215,3215,42,concrete
3216,3216,62,concrete
3217,3217,59,hard_tiles_large_space
3218,3218,53,soft_pvc
3219,3219,55,tiled
3220,3220,70,soft_pvc
3221,3221,47,concrete
3222,3222,36,fine_concrete
3223,3223,66,tiled
3224,3224,65,wood
3225,3225,59,hard_tiles_large_space
3226,3226,54,tiled
3227,3227,55,tiled
3228,3228,71,tiled
3229,3229,38,wood
3230,3230,55,tiled
3231,3231,61,concrete
3232,3232,54,tiled
3233,3233,42,concrete
3234,3234,47,concrete
3235,3235,41,concrete
3236,3236,65,wood
3237,3237,43,wood
3238,3238,70,soft_pvc
3239,3239,65,wood
3240,3240,41,concrete
3241,3241,47,concrete
3242,3242,42,concrete
3243,3243,40,hard_tiles_large_space
3244,3244,52,carpet
